z,a,V
14.1562,0.6452,406.1711
15.2332,0.4904,357.5347
17.4057,0.6152,585.4992
20.0517,0.5182,654.5087
9.8242,0.6306,191.1929
13.7936,0.4924,294.3273
15.6234,0.6351,486.9975
18.1862,0.5193,539.5587
20.8465,0.6506,888.2323
10.3923,0.4845,164.3727
14.4317,0.6503,425.4783
14.5079,0.5082,336.0572
17.8054,0.6255,623.0184
19.3210,0.5111,599.4579
10.6196,0.6401,226.7900
13.7184,0.5034,297.6352
15.6323,0.6452,495.3426
18.1155,0.5087,524.4722
20.1501,0.6469,825.1568
9.8337,0.5199,157.9413
13.8529,0.6363,383.6465
15.1605,0.5270,380.4945
17.8314,0.6400,639.2559
20.2183,0.5009,643.2513
10.3290,0.6396,214.3984
13.5575,0.5028,290.3393
15.1936,0.6364,461.5249
17.6449,0.5043,493.3115
20.2544,0.6368,820.7026
9.9077,0.5233,161.3757
13.7690,0.6508,387.6050
15.3053,0.5183,381.4684
17.9049,0.6385,643.0643
20.5780,0.4985,663.0886
10.0923,0.6336,202.7488
14.2187,0.5055,321.0948
15.3972,0.6390,475.9317
17.6184,0.5055,492.9909
20.1388,0.6380,812.9172
10.4251,0.5209,177.8497
13.0964,0.6544,352.6207
15.6860,0.5139,397.2074
18.0290,0.6229,636.1228
19.8675,0.4959,614.9872
10.9346,0.6325,237.5784
13.9436,0.5144,314.1863
15.6637,0.6407,493.8732
18.8890,0.5121,574.0564
20.0503,0.6222,785.8262
10.2174,0.4947,162.2514
12.8277,0.6481,335.0282
14.8364,0.5082,351.4112
17.5636,0.6339,614.3596
20.6856,0.4936,663.4655
9.9585,0.6426,200.2018
14.0360,0.5084,314.6413
15.1471,0.6331,456.3732
18.0502,0.5224,534.7255
21.3378,0.6287,899.3281
10.1210,0.4950,159.2933
13.6254,0.6344,370.0143
15.0352,0.5415,384.5250
17.5769,0.6360,617.3294
20.0839,0.4984,631.5584
10.9679,0.6270,236.9603
13.9772,0.5109,313.5794
15.2798,0.6441,472.4523
17.4551,0.4947,473.4736
20.1115,0.6414,815.0384
10.4483,0.5042,172.9044
14.0027,0.6435,396.4397
15.5501,0.5106,387.8507
17.8132,0.6382,636.2255
20.1067,0.5240,665.5829
10.7429,0.6356,230.4481
14.0228,0.4915,303.6210
16.2554,0.6542,543.0692
18.1993,0.5120,532.7806
19.7669,0.6399,785.4432
9.7300,0.5145,153.0229
13.6044,0.6358,369.6974
15.0944,0.4892,350.1745
17.7820,0.6376,633.4129
20.5984,0.4981,663.8963
10.7245,0.6473,233.8845
14.0452,0.4981,308.6659
15.2699,0.6505,476.5031
17.4707,0.5051,484.3741
20.3742,0.6152,802.3184
10.2658,0.5082,168.2655
14.1298,0.6506,408.0525
15.7792,0.5146,402.5198
17.3441,0.6257,591.3308
20.5303,0.5144,681.1859
9.6301,0.6057,176.4563
14.4481,0.5347,350.6604
16.2435,0.6466,535.9466
18.1480,0.5317,550.1548
19.8336,0.6189,764.8959
10.2160,0.5138,168.4449
13.8167,0.6450,386.8063
14.7273,0.4988,339.8686
17.4283,0.6291,600.3300
19.5749,0.4850,583.9079
9.9141,0.6433,198.6407
14.3868,0.4924,320.1883
15.3838,0.6502,483.3948
16.8390,0.5111,455.2494
20.7608,0.6241,844.9941
10.5008,0.5148,178.3319
13.5073,0.6340,363.4113
14.9688,0.5125,360.7738
17.9173,0.6454,650.9249
19.8068,0.5189,639.4845
9.7509,0.6399,191.1392
13.5759,0.5104,295.5597
15.4330,0.6506,486.8283
17.8015,0.5295,527.1209
20.0761,0.6408,811.3354
9.7127,0.5334,158.0904
13.8383,0.6215,373.9356
14.8807,0.4928,342.8229
18.3078,0.6517,686.2078
19.5727,0.5085,612.0211
9.9211,0.6222,192.3948
13.4540,0.5062,287.8244
15.7350,0.6309,490.7355
18.0469,0.5042,515.8973
19.9988,0.6396,803.6697
9.9992,0.5097,160.0835
14.1442,0.6239,392.1116
15.3331,0.5003,369.5442
16.7411,0.6414,564.7272
19.5621,0.5293,636.3776
9.9658,0.6470,201.8633
14.4177,0.5013,327.3777
15.4069,0.6349,473.4426
17.3859,0.5133,487.4002
20.5441,0.6229,825.9015
9.8971,0.5055,155.5467
13.5215,0.6303,362.0102
15.2746,0.5119,375.1954
17.6155,0.6385,622.4701
20.2538,0.5161,665.0721
9.7880,0.6283,189.1230
13.9741,0.5064,310.6643
14.9634,0.6293,442.6521
17.3683,0.5122,485.3644
20.6836,0.6394,859.3295
10.1558,0.5045,163.4927
13.4883,0.6591,376.6858
15.7511,0.4904,382.2493
17.4813,0.6183,593.6082
20.3555,0.4910,639.1063
9.7334,0.6363,189.3664
14.7143,0.5003,340.3306
15.9843,0.6220,499.3055
17.7728,0.5112,507.3228
20.0466,0.6245,788.4028
10.5347,0.4992,174.0359
14.1042,0.6350,396.8634
15.2100,0.5094,370.2035
18.3927,0.6271,666.4824
20.7809,0.4926,668.3196
10.2262,0.6202,203.7416
14.2010,0.5229,331.2983
15.2338,0.6273,457.3796
17.9279,0.5082,513.1156
20.6268,0.6264,837.3385
10.5993,0.5167,182.3702
13.6385,0.6371,372.2723
15.2845,0.5217,382.9033
18.0369,0.6470,661.2822
19.8234,0.5193,641.1574
10.1185,0.6441,207.1748
13.7219,0.4913,290.6177
15.1289,0.6304,453.3108
17.8808,0.5026,504.8752
20.0457,0.6451,814.4327
10.4700,0.5063,174.3467
14.0296,0.6259,387.0129
15.8286,0.5165,406.5396
17.7516,0.6240,617.7063
20.2158,0.5039,646.9266
10.2460,0.6210,204.7913
14.1840,0.5163,326.3429
15.6687,0.6312,486.8321
17.3679,0.5010,474.7915
20.5291,0.6315,836.0542
9.6510,0.5019,146.8663
14.2358,0.6336,403.4084
14.8000,0.5064,348.4351
17.7756,0.6560,651.1786
20.9060,0.5219,716.6650
10.2204,0.6338,207.9802
13.7140,0.5072,299.6796
15.0231,0.6308,447.2895
17.8060,0.5079,505.8357
20.5202,0.6477,856.8377
9.8772,0.4993,153.0139
14.1353,0.6360,399.2367
14.9709,0.5039,354.8107
17.7913,0.6296,626.1009
20.4222,0.5199,681.1818
10.0441,0.6472,205.1236
13.9472,0.5158,315.2400
15.5529,0.6279,477.1686
17.6579,0.5176,507.0513
19.5202,0.6359,761.2709
10.3885,0.5073,172.0030
13.5483,0.6307,363.6844
15.3891,0.4928,366.6453
17.5711,0.6293,610.4025
20.7209,0.5024,677.6456
9.5939,0.6518,188.4547
13.7152,0.4787,282.8924
15.3805,0.6207,461.2577
18.0324,0.5153,526.4019
20.2946,0.6136,793.9087
9.9704,0.5271,164.6059
13.5294,0.6365,366.0355
15.2965,0.5185,381.1621
17.2963,0.6354,597.1429
21.1887,0.5293,746.4827
10.0670,0.6303,200.6758
14.1804,0.5050,319.0550
15.4632,0.6380,479.2468
18.0970,0.5174,532.3312
20.1399,0.6500,828.2537
10.8150,0.5198,191.0048
14.0625,0.6243,387.8379
15.3201,0.5141,379.0633
17.8779,0.6345,637.1408
20.7535,0.5060,684.6163
10.6167,0.6456,228.6118
13.9120,0.5082,308.9866
14.4796,0.6400,421.5554
17.4412,0.5175,494.5873
19.6576,0.6391,775.8356
9.6177,0.4924,143.0837
14.1256,0.6441,403.7384
14.9012,0.5023,350.3924
18.2938,0.6323,664.7818
20.5587,0.5140,682.4832
9.9093,0.6230,192.1867
13.9549,0.4975,304.3590
15.5967,0.6397,488.9122
17.8781,0.5109,512.9862
20.0529,0.6235,787.6470
10.7902,0.5203,190.3024
14.0604,0.6387,396.6729
15.9156,0.5175,411.8110
18.2363,0.6384,666.9898
20.3950,0.5130,670.3612
10.0571,0.6357,201.9945
13.6093,0.4989,290.2944
15.7810,0.6440,503.8432
18.3029,0.5298,557.5868
20.3340,0.6343,823.8531
9.9483,0.5168,160.6895
14.0215,0.6217,383.9891
14.9609,0.5077,357.0214
17.6336,0.6425,627.6723
20.2064,0.5076,651.1336
10.2067,0.6346,207.7007
13.9472,0.4980,304.3353
15.6478,0.6198,476.7919
17.4536,0.5156,493.4438
20.7701,0.6282,851.4211
10.5903,0.4871,171.6408
14.1888,0.6315,399.4151
15.3568,0.5102,377.9703
17.2991,0.6536,614.4906
20.6112,0.5113,682.3726
10.1838,0.6231,203.0290
13.8111,0.5027,301.2335
15.4831,0.6100,459.3841
18.0429,0.5072,518.7676
21.1153,0.6464,905.3724
10.2369,0.5215,171.6899
13.3664,0.6266,351.7298
14.6469,0.5031,339.0444
17.3033,0.6471,608.6929
19.8358,0.5171,639.1697
9.9514,0.6387,198.6712
14.3301,0.5189,334.7662
15.0097,0.6397,452.7627
17.5002,0.5111,491.7864
19.7044,0.6507,793.6886
10.3231,0.4907,164.2883
14.0113,0.6121,377.4983
15.1079,0.5154,369.5577
17.7762,0.6377,633.0910
20.1369,0.5052,643.6457
10.3893,0.6380,216.3505
14.7784,0.4915,337.2062
15.4047,0.6427,479.1109
18.2167,0.5041,525.5618
20.5132,0.6487,857.5428
10.1974,0.5138,167.8445
14.8173,0.6394,441.0078
14.5986,0.4980,333.4114
17.5904,0.6299,612.3362
20.8393,0.4899,668.4119
10.0646,0.6225,198.0896
14.1739,0.5150,325.0144
15.0750,0.6225,444.4677
18.3297,0.5173,545.9555
20.6591,0.6501,871.6931
9.9572,0.5182,161.4044
13.8655,0.6189,373.7878
15.0047,0.5260,372.0329
18.0361,0.6275,641.3293
19.4203,0.4911,581.8359
10.4968,0.6259,216.6506
13.3382,0.5113,285.7617
14.4389,0.6405,419.5355
17.6748,0.5153,505.6974
20.8146,0.6324,860.7525
10.7950,0.5120,187.4570
14.4911,0.6328,417.4552
14.6995,0.5127,347.9842
18.1328,0.6336,654.4590
20.1138,0.5023,638.3666
9.2039,0.6339,168.6927
14.4014,0.5123,333.7954
14.8196,0.6542,451.3663
17.3022,0.5118,481.3824
19.6677,0.6217,755.4717
10.0362,0.5095,161.2229
14.4700,0.6392,420.4493
14.6896,0.5156,349.5558
18.4842,0.6276,673.6484
20.1127,0.4990,634.1833
10.0797,0.6435,205.4069
14.1601,0.4960,312.4301
15.8497,0.6333,499.8226
17.4573,0.5111,489.3129
21.0225,0.6452,895.8493
10.3625,0.5120,172.7317
13.4415,0.6212,352.5938
14.6728,0.4950,334.8145
17.4966,0.6412,616.7180
20.0954,0.5011,635.7642
10.8927,0.6391,238.2263
13.3979,0.5167,291.4270
16.3787,0.6426,541.5123
16.7304,0.5226,459.5935
20.2149,0.6209,797.0521
10.0146,0.5263,165.8125
14.0721,0.6247,388.6597
15.4035,0.5078,378.4948
17.4413,0.6368,608.6099
20.4780,0.5253,692.0900
9.5064,0.6401,181.7085
13.6447,0.5071,296.5986
15.8160,0.6175,485.2456
18.1351,0.5027,519.3841
19.9253,0.6489,809.4005
10.7398,0.5103,184.8988
13.9008,0.6181,375.2446
15.2561,0.5138,375.7163
17.9608,0.6420,650.6458
20.3854,0.5135,670.3581
11.0399,0.6112,234.0362
13.9960,0.5078,312.5082
15.2923,0.6392,469.6309
17.6704,0.4965,487.0173
19.7753,0.6269,770.1966
10.3073,0.4991,166.5614
14.1813,0.6135,387.5947
15.4482,0.5068,379.9472
18.0159,0.6487,661.4995
20.7015,0.5032,677.4144
9.8660,0.6307,192.8886
14.1825,0.5161,326.1054
15.4697,0.6530,490.9562
17.6114,0.5212,507.8424
20.3096,0.6194,802.5996
9.8508,0.4855,148.0120
14.1180,0.6435,402.9482
15.1104,0.5088,364.9347
18.5085,0.6235,671.0475
20.4971,0.5197,685.9325
10.0440,0.6395,202.6884
13.6940,0.4924,290.0729
14.2273,0.6473,411.6595
17.8652,0.5176,518.9806
20.0220,0.6314,795.2322
10.2483,0.5291,174.5914
13.3982,0.6182,348.6588
15.5374,0.5058,383.6343
17.5265,0.6363,614.0539
20.4743,0.5107,672.5368
9.8692,0.6154,188.3010
13.9434,0.4856,296.6292
15.6999,0.6216,481.3440
17.8060,0.5092,507.2196
20.4429,0.6361,835.1701
10.6354,0.5173,183.8029
13.8013,0.6532,390.8667
15.4147,0.4943,368.9890
18.1853,0.6345,659.1959
20.7534,0.5210,704.9266
10.4007,0.6317,214.6859
14.9879,0.4992,352.3284
14.7564,0.6253,427.7421
17.4597,0.5152,493.4216
20.4315,0.6482,850.0597
9.9877,0.4899,153.5266
14.1569,0.6374,401.3236
14.7176,0.5121,348.4517
17.8102,0.6421,639.8442
20.6449,0.5006,670.2465
9.7761,0.6635,199.2274
13.8402,0.5089,306.2678
14.4719,0.6373,419.3465
17.4632,0.4946,473.8765
20.4360,0.6352,833.3603
10.6512,0.5201,185.3440
14.4467,0.6387,418.7906
15.3376,0.4962,366.6924
17.5505,0.6355,614.9511
19.7756,0.5231,642.6754
10.4606,0.6126,210.5945
14.1137,0.5055,316.3013
15.0266,0.6368,451.7037
17.6868,0.5011,492.5072
20.3473,0.6447,838.5153
9.8691,0.5067,155.0450
13.7115,0.6520,385.0831
15.1321,0.5085,365.7872
17.5646,0.6483,628.3266
20.8472,0.4978,679.7472
10.2488,0.6359,209.8442
14.1894,0.5128,324.3293
16.0593,0.6218,503.7855
17.6395,0.4949,483.7675
20.2081,0.6176,792.3271
9.6598,0.5524,161.9155
14.1484,0.6346,399.0875
15.0551,0.5032,358.2802
17.4941,0.6425,617.7675
20.5682,0.5076,674.7098
9.6357,0.6375,185.9401
12.9896,0.4948,262.2583
15.8771,0.6325,500.8674
18.2870,0.4979,523.0249
20.5758,0.6367,846.8752
9.4608,0.5032,141.4861
13.8160,0.6270,375.9918
16.1090,0.5034,410.4042
18.0911,0.6459,664.1611
20.0464,0.5148,649.8737
9.9475,0.6296,195.6991
13.8325,0.5127,308.1468
15.1241,0.6307,453.2293
17.4063,0.5055,481.1226
21.0796,0.6287,877.6503
10.5308,0.5053,176.0316
14.1156,0.6188,387.3121
15.8218,0.4989,392.3244
17.4208,0.6245,595.4087
20.3382,0.4943,642.3726
10.1988,0.6439,210.4368
13.5252,0.5079,291.8755
15.4961,0.6140,463.1947
17.7049,0.4992,491.5928
20.8038,0.6259,851.0093
10.4248,0.5209,177.8224
13.7519,0.6408,380.7358
15.7841,0.5221,408.6405
18.2209,0.6234,650.2048
20.6633,0.5067,679.7401
10.4934,0.6223,215.2909
13.8242,0.5200,312.2154
14.6817,0.6304,426.9193
18.0333,0.5153,526.4338
20.6546,0.6426,861.1772
10.5438,0.5028,175.5845
13.5716,0.6435,372.3676
15.0180,0.5066,358.9128
18.0859,0.6326,650.0243
20.5989,0.4950,659.7956
10.4847,0.6165,212.9070
13.6385,0.5178,302.5849
15.5563,0.6271,476.7371
17.9300,0.4789,483.6582
20.5951,0.6311,840.9110
9.2236,0.5005,133.7698
13.6252,0.6297,367.2726
15.8255,0.5044,396.8339
18.2041,0.6330,659.0634
19.6803,0.4871,592.6791
9.8794,0.6596,202.2383
13.0733,0.4888,262.4531
15.3135,0.6358,468.4338
17.7345,0.5092,503.1015
20.0556,0.6163,778.7869
9.8229,0.4957,150.2592
13.6428,0.6312,369.0771
14.5682,0.5062,337.5108
17.2397,0.6570,613.4321
20.5037,0.5160,681.5385
10.2435,0.6565,216.3916
14.3934,0.4925,320.5263
15.4384,0.6330,474.0073
17.7292,0.4955,489.2984
20.1976,0.6337,812.0877
9.6419,0.4998,145.9605
13.7292,0.6332,374.9788
15.1740,0.5032,363.9931
17.6435,0.6365,622.4262
19.6280,0.5141,622.1873
9.8387,0.6460,196.4520
13.5535,0.5041,290.9431
15.3674,0.6474,480.3226
17.7505,0.4960,490.9701
20.1112,0.6315,802.3912
9.7621,0.5127,153.4953
13.5840,0.6508,377.3109
14.3794,0.5020,326.0758
18.2992,0.6259,658.4921
19.9495,0.5201,650.2833
9.2165,0.6417,171.2275
13.8244,0.5118,307.2660
15.4555,0.6430,482.5485
17.4449,0.5253,502.2349
20.2150,0.6320,811.4218
10.1960,0.5069,165.5437
14.0012,0.6293,387.5340
15.6696,0.5079,391.7900
17.2092,0.6277,584.0449
20.7926,0.4995,678.4112
10.7131,0.6279,226.3948
14.1770,0.4987,314.9013
14.8907,0.6550,456.2480
17.3182,0.5153,485.5025
20.1359,0.6303,802.8358
9.9963,0.4981,156.3788
14.0801,0.6324,393.8606
15.5950,0.5196,396.9679
18.1450,0.6222,643.6231
20.7052,0.5008,674.4799
10.1419,0.6477,209.2993
13.9136,0.5136,312.3394
15.2989,0.6149,452.1019
17.9509,0.4931,499.1359
19.9384,0.6321,789.4094
10.4161,0.5018,171.0478
13.9499,0.6200,379.0122
14.5648,0.5079,338.4730
17.5476,0.6347,613.9831
20.3490,0.5104,663.9700
10.3272,0.6438,215.6924
14.2052,0.4958,314.3026
15.3754,0.6245,463.8227
18.0710,0.5187,532.1441
20.4060,0.6353,831.1168
10.0032,0.5004,157.2843
14.3728,0.6230,404.3206
15.2591,0.5150,376.7264
17.7496,0.6324,625.9603
19.8789,0.5088,631.7108
10.4655,0.6251,215.0675
13.6790,0.5266,309.5717
15.5678,0.6462,492.0053
17.2918,0.5094,478.5197
20.4076,0.6386,835.6101
10.0077,0.5154,162.1699
13.9359,0.6481,395.4287
14.7085,0.4917,334.2040
17.5673,0.6184,599.5354
20.6843,0.5009,673.2013
11.0361,0.6359,243.3019
14.2339,0.5093,324.2089
14.5360,0.6260,415.5585
17.6022,0.4916,478.4948
20.4786,0.6432,847.4117
9.8981,0.5037,155.0362
14.7532,0.6356,434.6175
15.2170,0.5120,372.5033
18.2683,0.6505,682.0174
20.4286,0.4864,637.6734
10.1878,0.6340,206.7209
14.6669,0.5073,342.8666
14.7827,0.6314,433.4755
17.5910,0.5077,493.6172
19.7232,0.6485,792.5696
10.2653,0.4914,162.6880
14.1335,0.6135,385.0220
15.4427,0.5123,383.8119
18.1839,0.6123,636.0128
19.8303,0.5049,623.7108
10.7033,0.6262,225.3550
13.2681,0.5310,293.6605
15.4459,0.6382,478.3681
17.0452,0.5074,463.1612
20.6274,0.6400,855.4396
10.2537,0.4952,163.5700
14.4274,0.6297,411.7998
15.4978,0.4991,376.5934
18.2697,0.6415,672.6329
20.0940,0.4991,633.0982
9.5562,0.6317,181.2309
13.2080,0.4916,269.3961
16.0110,0.6487,522.4067
18.2107,0.5196,541.2981
20.6100,0.6172,823.6587
10.3600,0.5039,169.9196
13.5977,0.6295,365.6374
15.2921,0.5104,374.9874
17.6787,0.6390,627.4177
20.4930,0.4949,652.9335
9.9451,0.6331,196.7153
14.9092,0.5014,350.1785
14.7666,0.6455,442.2071
18.0779,0.5050,518.4896
20.5698,0.6320,840.1434
10.0532,0.4857,154.1863
15.1333,0.6433,462.8557
15.0741,0.5079,362.5496
17.7311,0.6285,620.7841
21.1505,0.5129,720.8130
10.8038,0.6453,236.6303
13.4039,0.5257,296.7639
15.6641,0.6466,498.4429
17.9416,0.5019,507.5140
20.5264,0.6450,853.8010
9.9475,0.5061,157.3128
13.4691,0.6157,350.9213
14.7201,0.5026,342.1240
17.3333,0.6199,585.1418
20.0894,0.5305,672.6308
9.7117,0.6649,197.0097
14.3530,0.5154,333.5841
15.3338,0.6202,458.0908
17.8654,0.5128,514.1712
19.8570,0.6225,771.1608
10.4372,0.5183,177.3982
13.0158,0.6416,341.4421
14.9956,0.4975,351.4673
18.0063,0.6225,634.0904
21.0809,0.4996,697.4682
10.0024,0.6362,199.9708
14.3001,0.5218,335.2192
16.0937,0.6581,535.5023
17.5424,0.5040,487.2468
20.0533,0.6247,789.1986
11.0393,0.5016,192.0258
14.0148,0.6392,394.4602
15.6735,0.5070,391.2834
17.8970,0.6097,613.4848
20.6048,0.5094,679.3948
10.4099,0.6365,216.6785
14.1361,0.5227,328.1325
14.1794,0.6342,400.5881
17.5779,0.5398,523.9379
20.1476,0.6415,818.1088
9.8249,0.5089,154.3297
13.6739,0.6360,373.5808
15.0464,0.5119,364.0918
17.3221,0.6435,606.5836
20.3369,0.4984,647.6142
9.8589,0.6338,193.5214
13.6805,0.5089,299.1837
14.6194,0.6652,446.6513
18.1137,0.4897,504.7550
19.6179,0.6367,769.8527
10.4627,0.5101,175.4387
13.9688,0.6189,379.3791
15.4811,0.5085,382.8534
17.5324,0.6205,599.1601
20.5240,0.5024,664.9066
10.5171,0.6454,224.2519
14.0555,0.5023,311.7346
15.3021,0.6364,468.1211
17.7913,0.5228,519.8369
20.2694,0.6343,818.6865
10.2220,0.5149,169.0417
13.8335,0.6399,384.7189
14.5819,0.5073,338.8622
18.1853,0.6410,665.9294
20.0764,0.5129,649.4140
10.1224,0.6313,203.1940
13.9074,0.5067,307.9098
15.4817,0.6197,466.6432
18.3509,0.5128,542.5828
19.4895,0.6075,724.9185
10.2696,0.5125,169.8274
13.8157,0.6263,375.5521
14.7191,0.5081,345.8361
17.6435,0.6339,619.9740
20.2588,0.5202,670.7317
11.0078,0.6368,242.4343
13.4133,0.5131,290.0482
15.9742,0.6337,508.0257
17.7905,0.5027,499.8961
20.6361,0.6371,852.3385
9.9966,0.5271,165.4936
13.5697,0.6542,378.4282
15.4902,0.5099,384.3617
18.0783,0.6357,652.7557
20.6694,0.5102,684.7795
10.0695,0.6152,195.9627
14.3468,0.4941,319.4898
15.1643,0.6374,460.4987
18.2808,0.5092,534.5732
20.3750,0.6420,837.3332
10.0654,0.4936,157.1162
13.3272,0.6155,343.4756
16.1123,0.5136,418.8866
18.0534,0.6291,644.1251
20.1624,0.5056,645.7569
10.2373,0.6183,203.5609
13.8494,0.5051,304.3779
15.0018,0.6250,441.9282
17.4679,0.5297,507.7207
19.7280,0.6421,785.0745
10.6819,0.5072,181.8148
14.2994,0.6186,397.3793
15.1658,0.5165,373.1877
17.6342,0.6457,630.7808
20.7019,0.5294,712.8210
9.4577,0.6527,183.4148
12.8848,0.4894,255.2684
14.9135,0.6265,437.7505
17.4142,0.5202,495.6361
20.8538,0.6334,865.3803
9.8357,0.5249,159.4967
13.3187,0.6265,349.1239
14.6594,0.5036,339.9609
17.5924,0.6393,621.5877
20.5852,0.5109,680.1059
9.1819,0.6374,168.8432
13.7710,0.4996,297.6567
14.9480,0.6174,433.3886
18.2229,0.5021,523.7741
21.1068,0.6506,910.6031
10.3658,0.5119,172.7866
14.2507,0.6386,407.4158
14.9973,0.4964,350.7505
17.3895,0.6354,603.6540
20.2868,0.4998,646.2306
10.4464,0.6204,212.7176
14.8112,0.5170,356.3318
15.3420,0.6493,480.1511
17.4079,0.4930,469.3848
19.9497,0.6378,797.4746
9.7332,0.4878,145.1800
14.2145,0.6429,408.1198
15.3851,0.5087,378.2971
17.8362,0.6364,636.0726
20.5029,0.5121,676.2678
10.1245,0.6402,206.1699
13.7655,0.5176,308.1011
15.4066,0.6392,476.6344
18.0031,0.4834,492.2095
19.9291,0.6283,783.9508
9.2757,0.5001,135.1709
13.7207,0.6358,376.0276
14.8001,0.5234,360.1540
17.4378,0.6366,608.0807
20.6911,0.5140,691.2591
9.8717,0.6155,188.4178
13.9279,0.5170,315.0496
16.3314,0.6224,521.5285
17.7888,0.5157,512.6475
19.9419,0.6459,806.9443
10.2432,0.5072,167.2117
13.4220,0.6585,372.7069
14.9506,0.5088,357.2778
17.5725,0.6265,607.7344
20.3245,0.5016,650.9163
10.6187,0.6178,218.8170
14.0296,0.5030,311.0668
15.1659,0.6476,467.9504
17.8667,0.4959,497.2932
19.8637,0.6407,794.1267
10.3161,0.4916,164.3564
13.7312,0.6301,373.2256
15.4266,0.5025,375.6514
17.6448,0.6388,624.7709
19.9749,0.5093,638.4201
9.5052,0.6355,180.3667
14.0309,0.4848,299.8551
15.4164,0.6519,486.7254
17.5595,0.4925,477.0988
19.8012,0.6420,790.8297
9.7165,0.5284,156.7385
14.3616,0.6246,404.7398
14.9590,0.5155,362.3970
17.8876,0.6449,648.2640
20.3139,0.5198,673.8323
10.5387,0.6416,223.8676
13.7604,0.5177,307.9446
15.2475,0.6499,474.6654
18.4389,0.5050,539.3537
20.6005,0.6145,819.2431
10.9924,0.5025,190.7308
14.0591,0.6359,394.8509
15.5026,0.5233,395.0975
18.2012,0.6362,662.0846
20.6916,0.5285,710.9230
9.8052,0.6177,186.5521
13.1886,0.5144,281.0998
15.4616,0.6481,486.7646
17.4567,0.5296,507.0614
21.1299,0.6184,867.3497
10.3667,0.5010,169.1956
14.2379,0.6234,396.9838
15.5166,0.5242,396.4853
18.2189,0.6289,655.7839
20.2058,0.5219,669.3713
10.1350,0.6218,200.6781
14.0546,0.5140,318.9628
15.6425,0.6223,478.3581
17.9674,0.5121,519.3424
20.1218,0.6283,799.1294
10.5229,0.4845,168.5304
14.0760,0.6330,394.0015
14.8591,0.5004,347.1153
17.7919,0.6370,633.4375
19.8898,0.4996,620.9519
9.8777,0.6402,196.2229
14.1964,0.5020,317.8449
14.5150,0.6195,410.0463
17.2366,0.5230,488.1795
20.8526,0.6023,822.8428
10.3210,0.5090,170.3624
14.2156,0.6145,390.1014
15.6378,0.4987,383.1041
18.2568,0.6408,670.9573
20.4347,0.5128,672.6649
10.4823,0.6395,220.7493
13.6835,0.5088,299.3013
15.1273,0.6521,468.8405
17.6551,0.5114,500.7342
20.0606,0.6353,803.1757
9.9606,0.5052,157.4494
14.1408,0.6365,399.8513
15.1523,0.5076,366.1502
17.8388,0.6365,636.3009
20.1697,0.5232,668.6398
10.1839,0.6442,209.8866
14.3342,0.4689,302.6548
14.5859,0.6391,427.1581
18.2982,0.4941,519.7354
20.5372,0.6382,845.6735
10.7014,0.5128,184.5011
14.3729,0.6460,419.2588
14.7659,0.5097,349.1551
17.7310,0.6216,613.9322
20.1417,0.5147,655.9683
9.6137,0.6466,187.7539
14.5767,0.5228,348.9477
15.1071,0.6329,453.8123
17.6888,0.5081,499.4833
20.6717,0.6396,858.6827
10.1089,0.5184,166.4286
13.9218,0.6468,393.8457
15.4151,0.5215,389.2978
18.0310,0.6217,635.0248
20.6300,0.5193,694.3493
10.3842,0.6388,216.3828
14.2876,0.5150,330.3012
15.0884,0.6074,434.4400
17.1122,0.5142,473.0456
21.0695,0.6377,889.4147
9.9344,0.5056,156.7652
14.5699,0.6293,419.7136
15.8274,0.5063,398.4384
18.1237,0.6384,658.7415
20.5794,0.4985,663.3129
10.2362,0.6203,204.1809
13.9015,0.5230,317.5232
15.0754,0.6266,447.3569
17.5383,0.5007,483.8088
20.0974,0.6220,789.2096
10.8060,0.5081,186.3887
13.1880,0.6320,345.3030
15.1617,0.5251,379.2336
17.6286,0.6305,615.5757
20.6676,0.4999,670.8101
10.2598,0.6142,203.1245
13.6041,0.5064,294.4542
15.7312,0.6421,499.1973
18.3834,0.5152,547.0345
20.4285,0.6341,831.3808
10.2050,0.5033,164.6711
14.1143,0.6380,399.2877
15.0681,0.5108,364.3099
18.3089,0.6246,657.8373
19.6145,0.5013,605.8678
10.7216,0.6386,230.5926
13.6747,0.5011,294.3492
14.9278,0.6303,441.2576
17.8414,0.5045,504.5247
20.4498,0.6367,836.4598
10.3686,0.5139,173.5631
14.2005,0.6369,403.4453
14.7300,0.5237,356.9657
18.0470,0.6474,662.4042
20.5798,0.5240,697.2205
10.4282,0.6283,214.6690
14.0379,0.5252,325.1476
15.3535,0.6488,480.4627
17.4588,0.4969,475.8473
20.3158,0.6248,810.0752
10.4641,0.5076,174.6106
13.4022,0.6211,350.4780
15.0905,0.5181,370.6664
17.2760,0.6274,588.2996
20.8285,0.4893,666.8180
10.3335,0.6316,211.9181
14.4632,0.5087,334.2910
15.0987,0.6156,440.9111
17.9919,0.5094,518.0230
20.5492,0.6394,848.2485
10.5511,0.4958,173.3936
14.0639,0.6337,393.7572
15.4408,0.5080,380.4713
17.1584,0.6383,590.3318
20.7865,0.5261,714.0995
9.9720,0.6425,200.7271
13.7110,0.5073,299.6307
14.6074,0.6231,417.6594
17.8174,0.5006,499.2455
20.3496,0.6392,831.6410
10.2933,0.5157,171.6530
14.2134,0.6486,411.6651
15.1254,0.5037,362.0377
